,Dataset,Value,Method,Algorithm,Repetition
927,Petralia IRS with Covariable,0.7592261904761904,"ACF, with covariable",ACF+SVC,15
928,Petralia IRS with Covariable,0.7666666666666666,"ACF, with covariable",ACF+RF,15
929,Petralia IRS with Covariable,0.7333333333333334,"ACF, with covariable",ACF+Ridge,15
930,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,15
931,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,15
932,Petralia IRS,0.7837301587301587,"ACF, correlation only",ACF+Ridge,15
933,Petralia IRS,0.8569444444444444,"ACF, correlation only",ACF+SVC,15
934,Petralia IRS,0.7485119047619048,"ACF, correlation only",ACF+RF,15
935,Petralia IRS,0.9258928571428571,"ACF, correlation only",ACF+Ridge,15
936,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+SVC,15
937,Petralia IRS,0.8130952380952381,"ACF, correlation only",ACF+RF,15
938,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,15
939,Petralia IRS,1.0,"ACF, correlation only",ACF+SVC,15
940,Petralia IRS,0.8113095238095238,"ACF, correlation only",ACF+RF,15
941,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,15
942,Petralia IRS,0.9291125541125541,"ACF, correlation only",ACF+SVC,15
943,Petralia IRS,0.9404761904761905,"ACF, correlation only",ACF+RF,15
944,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,15
945,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,15
946,Petralia IRS,0.7708333333333333,"ACF, correlation only",ACF+RF,15
947,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,15
948,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,15
949,Petralia IRS,0.7069444444444444,"ACF, correlation only",ACF+RF,15
950,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,15
951,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,15
952,Petralia IRS,0.8520833333333333,"ACF, correlation only",ACF+RF,15
953,Petralia IRS,0.6461760461760462,"ACF, correlation only",ACF+Ridge,15
954,Petralia IRS,0.7458333333333333,"ACF, correlation only",ACF+SVC,15
955,Petralia IRS,0.8027777777777778,"ACF, correlation only",ACF+RF,15
956,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,15
957,Petralia IRS,0.5958333333333333,"ACF, correlation only",ACF+SVC,15
958,Petralia IRS,0.6208333333333333,"ACF, correlation only",ACF+RF,15
959,Petralia IRS,0.7041666666666666,"ACF, correlation only",ACF+Ridge,15
960,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,16
961,Petralia IRS with Covariable,0.8166666666666667,"ACF, with covariable",ACF+RF,16
962,Petralia IRS with Covariable,0.8208333333333333,"ACF, with covariable",ACF+Ridge,16
963,Petralia IRS with Covariable,0.9375,"ACF, with covariable",ACF+SVC,16
964,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+RF,16
965,Petralia IRS with Covariable,0.9015873015873016,"ACF, with covariable",ACF+Ridge,16
966,Petralia IRS with Covariable,0.8797619047619047,"ACF, with covariable",ACF+SVC,16
967,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,16
968,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,16
969,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,16
970,Petralia IRS with Covariable,0.9404761904761905,"ACF, with covariable",ACF+RF,16
971,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,16
972,Petralia IRS with Covariable,0.7870039682539682,"ACF, with covariable",ACF+SVC,16
973,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,16
974,Petralia IRS with Covariable,0.8777777777777778,"ACF, with covariable",ACF+Ridge,16
975,Petralia IRS with Covariable,0.821969696969697,"ACF, with covariable",ACF+SVC,16
976,Petralia IRS with Covariable,0.7404761904761905,"ACF, with covariable",ACF+RF,16
977,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,16
978,Petralia IRS with Covariable,0.8351190476190476,"ACF, with covariable",ACF+SVC,16
979,Petralia IRS with Covariable,0.8041666666666667,"ACF, with covariable",ACF+RF,16
980,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,16
981,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,16
982,Petralia IRS with Covariable,0.7964285714285714,"ACF, with covariable",ACF+RF,16
983,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,16
984,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,16
985,Petralia IRS with Covariable,0.6666666666666666,"ACF, with covariable",ACF+RF,16
986,Petralia IRS with Covariable,0.8,"ACF, with covariable",ACF+Ridge,16
987,Petralia IRS with Covariable,0.614423076923077,"ACF, with covariable",ACF+SVC,16
988,Petralia IRS with Covariable,0.6583333333333333,"ACF, with covariable",ACF+RF,16
989,Petralia IRS with Covariable,0.7617424242424242,"ACF, with covariable",ACF+Ridge,16
990,Petralia IRS,0.7708333333333333,"ACF, correlation only",ACF+SVC,16
991,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,16
992,Petralia IRS,0.8208333333333333,"ACF, correlation only",ACF+Ridge,16
993,Petralia IRS,0.8041666666666667,"ACF, correlation only",ACF+SVC,16
994,Petralia IRS,0.7535714285714286,"ACF, correlation only",ACF+RF,16
995,Petralia IRS,0.9131944444444444,"ACF, correlation only",ACF+Ridge,16
996,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,16
997,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,16
998,Petralia IRS,0.8258928571428572,"ACF, correlation only",ACF+Ridge,16
999,Petralia IRS,0.8777777777777778,"ACF, correlation only",ACF+SVC,16
1000,Petralia IRS,0.85,"ACF, correlation only",ACF+RF,16
1001,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,16
1002,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,16
1003,Petralia IRS,0.9404761904761905,"ACF, correlation only",ACF+RF,16
1004,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,16
1005,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,16
1006,Petralia IRS,0.7583333333333333,"ACF, correlation only",ACF+RF,16
1007,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,16
1008,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,16
1009,Petralia IRS,0.6839285714285714,"ACF, correlation only",ACF+RF,16
1010,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,16
1011,Petralia IRS,0.8944444444444444,"ACF, correlation only",ACF+SVC,16
1012,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,16
1013,Petralia IRS,0.6461760461760462,"ACF, correlation only",ACF+Ridge,16
1014,Petralia IRS,0.8486111111111111,"ACF, correlation only",ACF+SVC,16
1015,Petralia IRS,0.834469696969697,"ACF, correlation only",ACF+RF,16
1016,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,16
1017,Petralia IRS,0.7380952380952381,"ACF, correlation only",ACF+SVC,16
1018,Petralia IRS,0.551923076923077,"ACF, correlation only",ACF+RF,16
1019,Petralia IRS,0.7041666666666666,"ACF, correlation only",ACF+Ridge,16
1020,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,17
1021,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+RF,17
1022,Petralia IRS with Covariable,0.7837301587301588,"ACF, with covariable",ACF+Ridge,17
1023,Petralia IRS with Covariable,0.9375,"ACF, with covariable",ACF+SVC,17
1024,Petralia IRS with Covariable,0.7854166666666667,"ACF, with covariable",ACF+RF,17
1025,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,17
1026,Petralia IRS with Covariable,0.8797619047619047,"ACF, with covariable",ACF+SVC,17
1027,Petralia IRS with Covariable,0.8488095238095238,"ACF, with covariable",ACF+RF,17
1028,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,17
1029,Petralia IRS with Covariable,0.8728625541125541,"ACF, with covariable",ACF+SVC,17
1030,Petralia IRS with Covariable,0.675915750915751,"ACF, with covariable",ACF+RF,17
1031,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,17
1032,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,17
1033,Petralia IRS with Covariable,0.8777777777777778,"ACF, with covariable",ACF+RF,17
1034,Petralia IRS with Covariable,0.8944444444444445,"ACF, with covariable",ACF+Ridge,17
1035,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,17
1036,Petralia IRS with Covariable,0.7820887445887446,"ACF, with covariable",ACF+RF,17
1037,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,17
1038,Petralia IRS with Covariable,0.8904761904761905,"ACF, with covariable",ACF+SVC,17
1039,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+RF,17
1040,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,17
1041,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,17
1042,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,17
1043,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,17
1044,Petralia IRS with Covariable,0.8083333333333333,"ACF, with covariable",ACF+SVC,17
1045,Petralia IRS with Covariable,0.7041666666666666,"ACF, with covariable",ACF+RF,17
1046,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+Ridge,17
1047,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+SVC,17
1048,Petralia IRS with Covariable,0.6,"ACF, with covariable",ACF+RF,17
1049,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,17
1050,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,17
1051,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+RF,17
1052,Petralia IRS,0.8208333333333333,"ACF, correlation only",ACF+Ridge,17
1053,Petralia IRS,0.8297619047619047,"ACF, correlation only",ACF+SVC,17
1054,Petralia IRS,0.8152777777777778,"ACF, correlation only",ACF+RF,17
1055,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,17
1056,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,17
1057,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+RF,17
1058,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,17
1059,Petralia IRS,0.8182539682539682,"ACF, correlation only",ACF+SVC,17
1060,Petralia IRS,0.8402777777777777,"ACF, correlation only",ACF+RF,17
1061,Petralia IRS,0.8111111111111111,"ACF, correlation only",ACF+Ridge,17
1062,Petralia IRS,0.9041125541125541,"ACF, correlation only",ACF+SVC,17
1063,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,17
1064,Petralia IRS,0.7612554112554113,"ACF, correlation only",ACF+Ridge,17
1065,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,17
1066,Petralia IRS,0.7178030303030303,"ACF, correlation only",ACF+RF,17
1067,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,17
1068,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,17
1069,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,17
1070,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,17
1071,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+SVC,17
1072,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,17
1073,Petralia IRS,0.7803030303030303,"ACF, correlation only",ACF+Ridge,17
1074,Petralia IRS,0.8083333333333333,"ACF, correlation only",ACF+SVC,17
1075,Petralia IRS,0.8208333333333333,"ACF, correlation only",ACF+RF,17
1076,Petralia IRS,0.8303030303030303,"ACF, correlation only",ACF+Ridge,17
1077,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,17
1078,Petralia IRS,0.6,"ACF, correlation only",ACF+RF,17
1079,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,17
1080,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,18
1081,Petralia IRS with Covariable,0.7849206349206349,"ACF, with covariable",ACF+RF,18
1082,Petralia IRS with Covariable,0.8208333333333333,"ACF, with covariable",ACF+Ridge,18
1083,Petralia IRS with Covariable,0.7583333333333333,"ACF, with covariable",ACF+SVC,18
1084,Petralia IRS with Covariable,0.7860119047619047,"ACF, with covariable",ACF+RF,18
1085,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,18
1086,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,18
1087,Petralia IRS with Covariable,0.8488095238095238,"ACF, with covariable",ACF+RF,18
1088,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,18
1089,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,18
1090,Petralia IRS with Covariable,0.675915750915751,"ACF, with covariable",ACF+RF,18
1091,Petralia IRS with Covariable,0.8850649350649351,"ACF, with covariable",ACF+Ridge,18
1092,Petralia IRS with Covariable,0.9444444444444444,"ACF, with covariable",ACF+SVC,18
1093,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,18
1094,Petralia IRS with Covariable,0.8944444444444445,"ACF, with covariable",ACF+Ridge,18
1095,Petralia IRS with Covariable,0.8571428571428572,"ACF, with covariable",ACF+SVC,18
1096,Petralia IRS with Covariable,0.9112554112554112,"ACF, with covariable",ACF+RF,18
1097,Petralia IRS with Covariable,0.9027777777777777,"ACF, with covariable",ACF+Ridge,18
1098,Petralia IRS with Covariable,0.8172619047619047,"ACF, with covariable",ACF+SVC,18
1099,Petralia IRS with Covariable,0.8277777777777778,"ACF, with covariable",ACF+RF,18
1100,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,18
1101,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,18
1102,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,18
1103,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,18
1104,Petralia IRS with Covariable,0.6863095238095238,"ACF, with covariable",ACF+SVC,18
1105,Petralia IRS with Covariable,0.6833333333333333,"ACF, with covariable",ACF+RF,18
1106,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+Ridge,18
1107,Petralia IRS with Covariable,0.6708333333333334,"ACF, with covariable",ACF+SVC,18
1108,Petralia IRS with Covariable,0.7348484848484849,"ACF, with covariable",ACF+RF,18
1109,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,18
1110,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,18
1111,Petralia IRS,0.838095238095238,"ACF, correlation only",ACF+RF,18
1112,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,18
1113,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,18
1114,Petralia IRS,0.8297619047619047,"ACF, correlation only",ACF+RF,18
1115,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,18
1116,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,18
1117,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+RF,18
1118,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,18
1119,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,18
1120,Petralia IRS,0.8113095238095238,"ACF, correlation only",ACF+RF,18
1121,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,18
1122,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,18
1123,Petralia IRS,0.9112554112554112,"ACF, correlation only",ACF+RF,18
1124,Petralia IRS,0.7612554112554113,"ACF, correlation only",ACF+Ridge,18
1125,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,18
1126,Petralia IRS,0.621969696969697,"ACF, correlation only",ACF+RF,18
1127,Petralia IRS,0.9642857142857143,"ACF, correlation only",ACF+Ridge,18
1128,Petralia IRS,0.8740530303030303,"ACF, correlation only",ACF+SVC,18
1129,Petralia IRS,0.7158730158730159,"ACF, correlation only",ACF+RF,18
1130,Petralia IRS,0.746374458874459,"ACF, correlation only",ACF+Ridge,18
1131,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+SVC,18
1132,Petralia IRS,0.8944444444444444,"ACF, correlation only",ACF+RF,18
1133,Petralia IRS,0.7414141414141414,"ACF, correlation only",ACF+Ridge,18
1134,Petralia IRS,0.7944444444444444,"ACF, correlation only",ACF+SVC,18
1135,Petralia IRS,0.7666666666666666,"ACF, correlation only",ACF+RF,18
1136,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,18
1137,Petralia IRS,0.5431818181818182,"ACF, correlation only",ACF+SVC,18
1138,Petralia IRS,0.6,"ACF, correlation only",ACF+RF,18
1139,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,18
1140,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,19
1141,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+RF,19
1142,Petralia IRS with Covariable,0.8154761904761905,"ACF, with covariable",ACF+Ridge,19
1143,Petralia IRS with Covariable,0.8276785714285715,"ACF, with covariable",ACF+SVC,19
1144,Petralia IRS with Covariable,0.7520833333333333,"ACF, with covariable",ACF+RF,19
1145,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,19
1146,Petralia IRS with Covariable,0.8770833333333333,"ACF, with covariable",ACF+SVC,19
1147,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,19
1148,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,19
1149,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,19
1150,Petralia IRS with Covariable,0.875,"ACF, with covariable",ACF+RF,19
1151,Petralia IRS with Covariable,0.8850649350649351,"ACF, with covariable",ACF+Ridge,19
1152,Petralia IRS with Covariable,0.8745039682539683,"ACF, with covariable",ACF+SVC,19
1153,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,19
1154,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,19
1155,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,19
1156,Petralia IRS with Covariable,0.684469696969697,"ACF, with covariable",ACF+RF,19
1157,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,19
1158,Petralia IRS with Covariable,0.8904761904761905,"ACF, with covariable",ACF+SVC,19
1159,Petralia IRS with Covariable,0.7916666666666666,"ACF, with covariable",ACF+RF,19
1160,Petralia IRS with Covariable,0.8416125541125541,"ACF, with covariable",ACF+Ridge,19
1161,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,19
1162,Petralia IRS with Covariable,0.8630952380952381,"ACF, with covariable",ACF+RF,19
1163,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,19
